Name	Set	Imagefile	Copies	Type	Sphere/Encounter Set(icon)	Unique	Traits	Engage	Cost	Willpower/Threat	Attack	Defense	Hit Points	Quest Points	Abilities	Number	Card Text	Shadow Text	Script	Sound
Dunedain Wanderer	RTR	RTR029		Ally	Leadership		Dunedain, Ranger		5	1	2	2	2		Ranged. Sentinel. Secrecy 3	29				
Lure of Moria	RTR	RTR030		Event	Leadership				3							30	Action: Ready all Dwarf characters. 			
Rivendell Blade	RTR	RTR031		Attachment	Tactics		Item, Weapon		1						Restricted 	31	Attach to a Noldor or Silvan character. Restricted. When attached character attacks an enemy, that enemy gets -2 [Defense] until the end of the phase. 			
Hail of Stones	RTR	RTR032		Event	Tactics				1							32	Action: Exhaust X characters to deal X damage to an enemy in the staging area. 			
Rider of the Mark	RTR	RTR033		Ally	Spirit		Rohan		3	2	1	1	2			33	Action: Spend 1 [Spirit] resource to give control of Rider of the Mark to another player. (Limit once per round.) Response: After Rider of the Mark changes control, discard a shadow card dealt to an enemy you are engaged with. 			
Song of Earendil	RTR	RTR034		Attachment	Spirit		Song		1							34	Attach to a [Spirit] hero. Response: After Song of E?rendil enters play, draw 1 card. Response: After another player raises his threat, raise your threat by 1 to reduce that player's threat by 1. 			
Bombur	RTR	RTR035		Ally	Lore	*	Dwarf		3	0	0	1	3			35	Action: Exhaust Bombur to choose a location. That location gets -1 [Threat] until the end of the phase. (That location does not contribute its [Threat] instead if it is an Underground location.) 	Shadow: Return attacking enemy to the staging area after it attacks.		
Out of the Wild	RTR	RTR036		Event	Lore				3						Secrecy 2	36	Action: Search the top 5 cards of the encounter deck for any 1 non-objective card worth no victory points and add it to your victory display. Shuffle the encounter deck.			
The End Comes	RTR	RTR037		Event	Neutral				0							37	Response: After a Dwarf character leaves play, shuffle the encounter discard pile back into the encounter deck. 			
Along the Misty Mountains	RTR	RTR038.png,RTR038_back.png		Quest	(Scimitars, MM, Goblin-Hood) Road to Rivendell											38				
Orc Outpost	RTR	RTR039.png,RTR039_back.png		Quest	(Scimitars, MM, Goblin-Hood) Road to Rivendell											39				
Approaching Rivendell	RTR	RTR040.png,RTR040_back.png		Quest	(Scimitars, MM, Goblin-Hood) Road to Rivendell											40				
Arwen Undomiel (RTR)	RTR	RTR041,encounter	1	Objective	(Scimitars) Road to Rivendell	*	Noldor, Noble, Ally			2	0	1	2			41	The first player gains control of Arwen Undomiel, as an ally. Response: After Arwen Undomiel exhausts, choose a hero. Add 1 resource to that hero's resource pool. If Arwen Undomiel leaves play, the players are defeated. 			
Ruined Road	RTR	RTR042,encounter	2	Location	(Scimitars) Road to Rivendell		Road			1				5		42	Response: After you travel to Ruined Road, the first player places 2 progress tokens on it or readies 1 hero he controls. 	Shadow: Return attacking enemy to the staging area after it attacks. 		
Goblin Gate	RTR	RTR043,encounter	1	Location	(Scimitars) Road to Rivendell		Gate			5				4		43	While Goblin Gate is the active location, the first enemy revealed from the encounter deck each round gains ambush. If that enemy engages a player, it makes an immediate attack (deal and resolve a shadow card). 			
Pathless Country	RTR	RTR044,encounter	3	Location	(Scimitars) Road to Rivendell		Hills			3				5		44	Forced: After at least 1 progress token is placed on Pathless Country, remove 1 progress token from it.	Shadow: Deal 1 damage to each ally in play. 		
Barren Hills 	RTR	RTR045,encounter	2	Location	(Scimitars) Road to Rivendell		Hills			2				4		45	While Barren Hills is the active location, ignore ambush.	Shadow: Return attacking enemy to the staging area after it attacks. 		
Sleeping Sentry	RTR	RTR046,encounter	2	Treachery	(Scimitars) Road to Rivendell											46	When Revealed: Deal 1 damage to each exhausted character. Then, exhaust all ready characters.	Shadow: Defending player must discard all exhausted characters he controls.		
Followed by Night	RTR	RTR047,encounter	3	Treachery	(Scimitars) Road to Rivendell											47	When Revealed: The first player (choose 1): deals 1 damage to all allies in play and Followed by Night gains surge, or all enemies engaged with players make an immediate attack, if able. 	Shadow: Return attacking enemy to the staging area after it attacks.		
Orc Ambush	RTR	RTR048,encounter	2	Treachery	(Scimitars) Road to Rivendell										Surge	48	When Revealed: All Orc enemies in the staging area engage teh first player. If there are no Orc enemies in the staging area, return all Orc enemies in the encounter discard pile to the staging area, if able. 			
Goblin Taskmaster	RTR	RTR049,encounter	4	Enemy	(Scimitars) Road to Rivendell		Goblin, Orc	27		2	2	2	4		Ambush	49	Forced: After Goblin Taskmaster engages a player, that player deals 2 damage to 1 character he controls. 			
Orc Raiders	RTR	RTR050,encounter	3	Enemy 	(Scimitars) Road to Rivendell		Orc	21		1	3	1	3		Ambush	50	Forced: After Orc Raiders engages a player, that player discards 2 attachments he controls, if able. 			
Crebain	RTR	RTR051,encounter	3	Enemy	(Scimitars) Road to Rivendell		Creature	35		2	0	0	3		Surge	51	While Crebain is in the staging area, encounter card effects cannot be canceled. 			
Wild Bear	RTR	RTR052,encounter	3	Enemy	(Scimitars) Road to Rivendell		Creature	34		0	2	3	5		Ambush	52	Forced: After Wild Bear engages a player, it makes an immediate attack. 			
Aragorn (TwitW)	TWitW	TwitW053	1	Hero	Lore	*	Dunedain, Ranger	12		2	3	2	5		Sentinel	53	Refresh Action: Reduce your threat to your starting threat level. (Limit once per game.) 		<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Grave Cairn	TWitW	TwitW054	3	Event	Leadership				1							54	Response: After a character leaves play, add its [Attack] to another characters [Attack] until the end of the round. 			
Sword that was Broken	TWitW	TwitW055	3	Attachment	Leadership	*	Artifact		3							55	Attach to a hero. Attached hero gains a [Leadership] resource icon. If attached hero is Aragorn, each character you control gets +1 [Willpower]. 			
Watcher of the Bruinen	TWitW	TwitW056	3	Ally	Tactics		Noldor, Warrior		2	0	1	2	2		Sentinel	56	Watcher of the Bruinen does not exhaust to defend. Forced: After Watcher of the Bruinen defends, either discard it from play or discard 1 card from your hand. 			
Rivendell Bow	TWitW	TwitW057	3	Attachment	Tactics		Item, Weapon		1							57	Attach to a Noldor or Silvan character, or to Aragorn, Limit 1 per character. Attached character gains ranged. If attached character has a printed ranged keyword, it gets +1 [Attack] during a ranged attack.			
Arwen Undomiel	TWitW	TwitW058	3	Ally	Spirit	*	Noldor, Noble		2	2	0	1	2			58	Response: After Arwen Undomiel exhausts, choose a character. That character gains sentinel and +1 [Defense] until the end of the round. 			
Elrond's Counsel	TWitW	TwitW059	3	Event	Spirit				0							59	Action: If you control a unique Noldor character, give another character +1 [Willpower] until the end of the phase and lower your threat by 3. 			
Short Cut	TWitW	TwitW060	3	Event	Lore				1							60	Response: After a location enters play, exhaust a Hobbit character to shuffle that location back into the encounter deck. Then, reveal 1 card from the encounter deck and add it to the staging area. 			
Legacy of Durin	TWitW	TwitW061	3	Attachment	Lore	*	Condition		1							61	Attach to a Dwarf hero. Response: After you play a Dwarf character from your hand, draw 1 card. 			
Resourceful	TWitW	TwitW062	3	Attachment	Neutral				4						Secrecy 3	62	Attach to a hero you control. Attached hero collects 1 additional resource during the resource phase each round.			
To the West-door	TWitW	TwitW063.png,TwitW063_back.png	1	Quest	(Tentacle, MM) The Watcher in the Water									13		63	Setup: Remove The Watcher and Doors of Durin from the encounter deck and set them aside, out of play. When Revealed: Reveal cards from the top of the encounter deck and add them to the staging area until there is at least X [Threat] in the staging area. X is twice the number of players in the game. 			
The Seething Lake	TWitW	TwitW064.png,TwitW064_back.png	1	Quest	(Tentacle, MM) The Watcher in the Water									5		64	When Revealed: Add The Watcher to the staging area. Doors of Durin becomes the active location, moving any previous active location to the staging area. Shuffle all Tentacle cards in the encounter discard pile back into the encounter deck. If the players have at least 3 victory points and defeat this stage, they have won the game. 			
Doors of Durin	TWitW	TwitW065,encounter	1	Location	(Tentacle) The Watcher in the Water	*	Gate			2				0	Victory 3	65	Progress tokens that would be placed on Doors of Durin are instead placed on the current quest card. Action: Each player may discard any number of cards from his hand. Then, discard the top card of the encounter deck. If the first letter of the encounter card's title matches that of one of the discarded player cards, add Doors of Durin to your victory display. (Limit once per round.)			
Stair Falls	TWitW	TwitW066,encounter	1	Location	(Tentacle) The Watcher in the Water	*	Stair			2				4		66	Travel: The first player must exhaust 2 characters to travel here.	Shadow: Remove 1 progress token from the current quest. 		
Perilous Swamp	TWitW	TwitW067,encounter	2	Location	(Tentacle) The Watcher in the Water		Swamp			4				2		67	No more than 1 progress token can be placed on Perilous Swamp each round.	Shadow: Remove 1 progress token from the current quest. 		
Makeshift Passage	TWitW	TwitW068,encounter	2	Location	(Tentacle) The Watcher in the Water		Swamp			1				5		68	Forced: After you travel to Makeshift Passage, place 2 progress tokens on the current quest card, bypassing any active location. 			
Stagnant Creek	TWitW	TwitW069,encounter	3	Location	(Tentacle) The Watcher in the Water		Swamp			3				3		69	When Revealed: Discard the top card of the encounter deck. If the discarded card is a Tentacle enemy, add that card to the staging area and raise each player's threat by 5. 			
Ill Purpose	TWitW	TwitW070,encounter	1	Treachery	(Tentacle) The Watcher in the Water											70	When Revealed: All enemies in the staging area engage the player with the highest threat. Then, each player raises his threat by the total [Threat] of all cards in the staging area. 	Shadow: Attacking enemy gets +1 [Attack]. (+3 [Attack] instead of it is a Tentacle.) 		
Disturbed Waters	TWitW	TwitW071,encounter	3	Treachery	(Tentacle) The Watcher in the Water										Doomed 5	71				
The Watcher	TWitW	TwitW072,encounter	1	Enemy	(Tentacle) The Watcher in the Water	*	Creature, Tentacle	48		4	5	7	9		Victory 3	72	Regenerate 2. While there is another Tentacle enemy in play, The Watcher cannot be optionally engaged. If The Watcher is in the staging area at the end of the combat phase, each player must deal 3 damage to 1 character he controls.			
Grasping Tentacle	TWitW	TwitW073,encounter	4	Enemy	(Tentacle) The Watcher in the Water		Tentacle	12		2	3	0	3			73	Forced: When Grasping Tentacle is attacked, discard the top card of the encounter deck. If that card has a shadow effect or is a Tentacle enemy, attach this card to an attacking character as a Tentacle attachment with the text: Attached character's [Attack] and [Defense] are reduced to 0. 			
Trashing Tentacle	TWitW	TwitW074,encounter	4	Enemy	(Tentacle) The Watcher in the Water		Tentacle	12		2	3	0	3			74	Forced: When Thrashing Tentacle is attacked, discard the top card of the encounter deck. If that card has a shadow effect or is a Tentacle enemy, deal the damage from the attack to 1 character an attacking player controls (ignoring defense). 			
Striking Tentacle	TWitW	TwitW075,encounter	4	Enemy	(Tentacle) The Watcher in the Water		Tentacle	18		2	4	1	3			75	Forced: When Striking Tentacle attacks, discard the top card of the encounter deck. If that card has a shadow effect or is a Tentacle enemy, this attack is considered undefended. 			
Wrapped!	TWitW	TwitW076,encounter	4	Treachery	(Tentacle) The Watcher in the Water		Tentacle									76	When Revealed: The first player attaches Wrapped! to a hero he controls. (Counts as a Tentacle attachment with the text: Limit 1 per hero. Attached hero cannot exhaust or ready. At the end of the round, discard attached hero from play. Combat Action: Exhaust a hero you control without a Tentacle attachment to discard Wrapped!.) 			
CUSTOM.-.Eastern Catadhract	CUSTOM.fx3RonRC	fx3-RonRC01,encounter	2	CUSTOM.-.Enemy	CUSTOM.-.(Cottage+Path) Raid on the River Carnen		Eastern. Rhun	27		x	2	3	4							
CUSTOM.-.Wetland Hideout	CUSTOM.fx3RonRC	fx3-RonRC02,encounter	2	CUSTOM.-.Location	CUSTOM.-.(Cottage+Path) Raid on the River Carnen		Riverland. Village			1				4						
CUSTOM.-.Riverside Docks	CUSTOM.fx3RonRC	fx3-RonRC03,encounter	2	CUSTOM.-.Location	CUSTOM.-.(Cottage+Path) Raid on the River Carnen		Riverland. Village			1				4						
CUSTOM.-.Mirkwood Edge	CUSTOM.fx3RonRC	fx3-RonRC04,encounter	2	CUSTOM.-.Location	CUSTOM.-.(Bolt+Mountain) Raid on the River Carnen		Forest. Wilderlands			3				2						
CUSTOM.-.Redwater Bank	CUSTOM.fx3RonRC	fx3-RonRC05,encounter	2	CUSTOM.-.Location	CUSTOM.-.(Cottage+Path) Raid on the River Carnen		Riverland. Wilderlands			1				3						
CUSTOM.-.River Flood	CUSTOM.fx3RonRC	fx3-RonRC06,encounter	2	CUSTOM.-.Treachery	CUSTOM.-.(Cottage+Path) Raid on the River Carnen		Hazard 													
CUSTOM.-.Mistress of the Blade	CUSTOM.fx3RonRC	fx3-RonRC07,encounter	2	CUSTOM.-.Enemy	CUSTOM.-.(JollyRoger) Raid on the River Carnen		Easterling	27		1	2	2	2							
CUSTOM.-.Raid Party Captain	CUSTOM.fx3RonRC	fx3-RonRC08,encounter	2	CUSTOM.-.Enemy	CUSTOM.-.(JollyRoger) Raid on the River Carnen		Easterling. Rhun.	41		3	3	4	3		Victory 2					
CUSTOM.-.Skirmisher-Corsair	CUSTOM.fx3RonRC	fx3-RonRC09,encounter	2	CUSTOM.-.Enemy	CUSTOM.-.(JollyRoger) Raid on the River Carnen		Easterling	16		1	2	1	3							
CUSTOM.-.Easterling Raider	CUSTOM.fx3RonRC	fx3-RonRC10,encounter	2	CUSTOM.-.Enemy	CUSTOM.-.(JollyRoger) Raid on the River Carnen		Easterling	34		2	2	2	3							
CUSTOM.-.Stolen Ammunition	CUSTOM.fx3RonRC	fx3-RonRC11,encounter	2	CUSTOM.-.Treachery	CUSTOM.-.(JollyRoger) Raid on the River Carnen															
CUSTOM.-.Devastating Blitz	CUSTOM.fx3RonRC	fx3-RonRC12,encounter	1	CUSTOM.-.Treachery	CUSTOM.-.(JollyRoger) Raid on the River Carnen															
CUSTOM.-.Wilds of Rohovanion	CUSTOM.fx3RonRC	fx3-RonRC13,encounter	1	CUSTOM.-.Location	CUSTOM.-.(Bolt+Mountain) Raid on the River Carnen		Wilderlands			x				6						
CUSTOM.-.A Storm in the South	CUSTOM.fx3RonRC	fx3-RonRC14,encounter	3	CUSTOM.-.Treachery	CUSTOM.-.(Bolt+Mountain) Raid on the River Carnen		Omen													
CUSTOM.-.Wilderland Hills	CUSTOM.fx3RonRC	fx3-RonRC15,encounter	2	CUSTOM.-.Location	CUSTOM.-.(Bolt+Mountain) Raid on the River Carnen		Wilderlands			2				2						
CUSTOM.-.Dale Militia	CUSTOM.fx3RonRC	fx3-RonRC16,encounter	4	CUSTOM.-.Objective	CUSTOM.-.(Cottage+Path) Raid on the River Carnen		Dale. Villager. Ally			0	1	2	4	4	Victory 2					
CUSTOM.-.Kill Them All!	CUSTOM.fx3RonRC	fx3-RonRC17,encounter	3	CUSTOM.-.Treachery	CUSTOM.-.(Cottage+Path) Raid on the River Carnen															
CUSTOM.-.Town Hall	CUSTOM.fx3RonRC	fx3-RonRC18,encounter	1	CUSTOM.-.Location	CUSTOM.-.(Cottage+Path) Raid on the River Carnen	*	Village			0	0	0	2	5	Victory 3					
CUSTOM.-.River Settlement	CUSTOM.fx3RonRC	fx3-RonRC19,encounter	2	CUSTOM.-.Location	CUSTOM.-.(Cottage+Path) Raid on the River Carnen		Riverland. Village			3				5						
CUSTOM.-.Merciless Executioner	CUSTOM.fx3RonRC	fx3-RonRC20,encounter	2	CUSTOM.-.Enemy	CUSTOM.-.(Cottage+Path) Raid on the River Carnen		Easterling	30		x	4	2	5							
CUSTOM.-.From the Shadows	CUSTOM.fx3RonRC	fx3-RonRC21,encounter	2	CUSTOM.-.Treachery	CUSTOM.-.(Cottage+Path) Raid on the River Carnen															
CUSTOM.-.Frightened Villagers	CUSTOM.fx3RonRC	fx3-RonRC22,encounter	4	CUSTOM.-.Objective	CUSTOM.-.(Cottage+Path) Raid on the River Carnen		Dale. Villager. Ally			0	0	1	3							
CUSTOM.-.Gambit of the Dark Lord	CUSTOM.fx3RonRC	fx3-RonRC23.png,fx3-RonRC24.png	1	CUSTOM.-.Quest	CUSTOM.-.(Cottage+Path, Bolt+Mountain, JollyRoger) Raid on the River Carnen															
